alertType,junctionName,coordinates_long,coordinates_lat,vehicleType,observationDateTime,junction_risk_score,vehicle_risk_score,hour,day_of_week,month,is_weekend,is_peak_hour,is_night,hour_sin,hour_cos,day_sin,day_cos,junctionName_encoded,vehicleType_encoded,alertType_encoded,coords_long_scaled,coords_lat_scaled
SPEED_VIOLATION,Silk-board-junction,77.62342175852247,12.919159408637714,Truck,2024-02-02 12:44:00,0.95,0.4,12,4,2,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,6,4,1,-0.09645472598613747,-0.6596680550274108
RED_LIGHT_VIOLATION,Whitefield-main-road,77.7509572154559,12.969521150256485,Auto,2024-02-02 13:03:00,0.5,0.6,13,4,2,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,7,0,0,2.844674063281349,0.34292963960140066
WRONG_WAY,Electronic-city-toll,77.66839917248559,12.8381614357361,Auto,2024-02-02 13:05:00,0.4,0.6,13,4,2,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,2,0.940781272962735,-2.272169495416417
SPEED_VIOLATION,MG-Road-brigade,77.60405356714367,12.974701308660078,Motorbike,2024-02-02 13:08:00,0.9,0.8,13,4,2,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,5,3,1,-0.5431096926121849,0.4460558363197289
SPEED_VIOLATION,Koramangala-5thblock,77.61339853354606,12.935292262849732,Bus,2024-02-02 14:16:00,0.8,0.3,14,4,2,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,4,1,1,-0.32760295917751553,-0.33849642908978067
SPEED_VIOLATION,Whitefield-main-road,77.75004853094268,12.970421409194676,Car,2024-02-02 15:21:00,0.5,0.5,15,4,2,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,7,2,1,2.823718650202862,0.3608519255865089
RED_LIGHT_VIOLATION,Silk-board-junction,77.62362572657008,12.916242801293771,Auto,2024-02-02 15:52:00,0.95,0.6,15,4,2,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,6,0,0,-0.09175096507639516,-0.7177316506296106
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61132025694835,12.9376558886435,Auto,2024-02-02 16:08:00,0.8,0.6,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,4,0,0,-0.37553064360796895,-0.2914415478321882
RED_LIGHT_VIOLATION,Hebbal-flyover,77.592783390738,13.035390285566422,Auto,2024-02-02 16:13:00,0.85,0.6,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,-0.8030142013960465,1.6542473400266329
WRONG_WAY,Whitefield-main-road,77.7513500209948,12.969938611486535,Car,2024-02-02 16:20:00,0.5,0.5,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,7,2,2,2.8537326553532747,0.35124042579330045
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66939599825469,12.840634791711436,Motorbike,2024-02-02 16:27:00,0.4,0.8,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,3,0,0.9637693347759536,-2.2229301141090696
RED_LIGHT_VIOLATION,Electronic-city-toll,77.67008950734936,12.83978091699233,Motorbike,2024-02-02 16:28:00,0.4,0.8,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,3,0,0.9797625308095028,-2.2399289866134664
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64077544179634,12.9775297277898,Auto,2024-02-02 16:36:00,0.75,0.6,16,4,2,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,2,0,0,0.3037431382301103,0.5023637877080993
SPEED_VIOLATION,Silk-board-junction,77.62238508034126,12.916341621499106,Auto,2024-02-02 17:00:00,0.95,0.6,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,6,0,1,-0.1203618347797975,-0.7157643455510679
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.6122226490057,12.935256499755637,Car,2024-02-02 17:28:00,0.8,0.5,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,4,2,0,-0.35472034251280204,-0.33920839802770775
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60782209524413,12.974758471290135,Auto,2024-02-02 17:30:00,0.9,0.6,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,0,0,-0.45620267274532356,0.44719382558046283
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75093089261027,12.968192879204665,Car,2024-02-02 17:35:00,0.5,0.5,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,7,2,0,2.8440670251999207,0.3164865212422718
RED_LIGHT_VIOLATION,Silk-board-junction,77.62200801119715,12.917941754043886,Auto,2024-02-02 17:36:00,0.95,0.6,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,6,0,0,-0.1290575257032891,-0.6839090294136424
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60599092293847,12.975359245113012,Auto,2024-02-02 17:57:00,0.9,0.6,17,4,2,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,0,0,-0.4984318199626994,0.45915398482929815
SPEED_VIOLATION,Koramangala-5thblock,77.61260981119557,12.935898079595574,Car,2024-02-02 18:00:00,0.8,0.5,18,4,2,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,4,2,1,-0.34579189320064396,-0.32643587571680044
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64058247069659,12.97765128628047,Truck,2024-02-02 18:07:00,0.75,0.4,18,4,2,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,2,4,0,0.2992929808337402,0.5047837648294173
SPEED_VIOLATION,Silk-board-junction,77.62231397629178,12.915553876527463,Bus,2024-02-02 18:40:00,0.95,0.3,18,4,2,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,6,1,1,-0.12200158400713892,-0.7314467121082604
SPEED_VIOLATION,Whitefield-main-road,77.74915234431167,12.96922435124712,Bus,2024-02-02 18:50:00,0.5,0.3,18,4,2,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,7,1,1,2.8030514540803235,0.33702098765665467
SPEED_VIOLATION,Hebbal-flyover,77.59105265596476,13.03585592644663,Car,2024-02-02 19:19:00,0.85,0.5,19,4,2,0,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,2,1,-0.8429271322042992,1.6635172830034897
RED_LIGHT_VIOLATION,Silk-board-junction,77.62144736056565,12.91588224354508,Bus,2024-02-02 19:42:00,0.95,0.3,19,4,2,0,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,6,1,0,-0.14198683769754855,-0.7249096066731899
RED_LIGHT_VIOLATION,Silk-board-junction,77.62395738168566,12.918474061738356,Car,2024-02-02 19:43:00,0.95,0.5,19,4,2,0,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,6,2,0,-0.08410257903556266,-0.6733118886048656
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59725826087264,12.909599812181913,Car,2024-02-02 19:56:00,0.7,0.5,19,4,2,0,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,3,2,0,-0.6998180416954436,-0.8499797690408138
SPEED_VIOLATION,MG-Road-brigade,77.60780186213356,12.975215553293957,Motorbike,2024-02-02 20:08:00,0.9,0.8,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,5,3,1,-0.45666927384152584,0.45629337910179874
WRONG_WAY,Hebbal-flyover,77.5916755701058,13.036704259597505,Auto,2024-02-02 20:33:00,0.85,0.6,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,2,-0.8285619450043814,1.6804058343920254
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66926696143561,12.839483475425384,Car,2024-02-02 20:36:00,0.4,0.5,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,2,0,0.9607935826785932,-2.2458504305453424
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59492133891396,12.91024795220936,Auto,2024-02-02 20:43:00,0.7,0.6,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3,0,0,-0.7537104149709875,-0.8370766470194496
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.6409113937953,12.977369767521555,Motorbike,2024-02-02 20:47:00,0.75,0.8,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,2,3,0,0.3068783631138023,0.4991793109402177
SPEED_VIOLATION,Koramangala-5thblock,77.61072890569987,12.933852034394189,Truck,2024-02-02 20:54:00,0.8,0.4,20,4,2,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4,4,1,-0.38916795062262616,-0.367168386866715
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.6411641595095,12.977971083389646,Motorbike,2024-02-02 21:15:00,0.75,0.8,21,4,2,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,2,3,0,0.3127074598750558,0.5111502611836557
SPEED_VIOLATION,Hebbal-flyover,77.59111000822512,13.0358000919766,Car,2024-02-02 21:44:00,0.85,0.5,21,4,2,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,2,1,-0.8416045166108133,1.6624057346508647
RED_LIGHT_VIOLATION,Silk-board-junction,77.62280652330153,12.919001938618562,Bus,2024-02-02 21:44:00,0.95,0.3,21,4,2,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6,1,0,-0.11064282758524899,-0.6628029561070894
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75127972455007,12.969265491700698,Auto,2024-02-02 22:54:00,0.5,0.6,22,4,2,0,0,1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,7,0,0,2.8521115305119324,0.3378400086552669
SPEED_VIOLATION,Koramangala-5thblock,77.61131837813451,12.935706959702037,Motorbike,2024-02-02 23:33:00,0.8,0.8,23,4,2,0,0,1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,4,3,1,-0.3755739714290154,-0.3302406759182951
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61249011200165,12.93558482191123,Motorbike,2024-02-03 01:15:00,0.8,0.8,1,5,2,1,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,4,3,0,-0.348552307862932,-0.33267218570239876
SPEED_VIOLATION,Koramangala-5thblock,77.61239788572698,12.937164092663524,Motorbike,2024-02-03 05:02:00,0.8,0.8,5,5,2,1,0,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,4,3,1,-0.35067916229300977,-0.30123218453184086
SPEED_VIOLATION,Indiranagar-100ft-road,77.6393896255536,12.978099204992036,Car,2024-02-03 06:13:00,0.75,0.5,6,5,2,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,2,2,1,0.271784464570764,0.5137008962304189
SPEED_VIOLATION,Silk-board-junction,77.62313889324486,12.915294138195994,Motorbike,2024-02-03 06:41:00,0.95,0.8,6,5,2,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,6,3,1,-0.10297795671327632,-0.7366175629161708
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.64008077587722,12.977318302032383,Car,2024-02-03 07:33:00,0.75,0.5,7,5,2,1,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2,2,0,0.2877232643632494,0.4981547399238485
RED_LIGHT_VIOLATION,Silk-board-junction,77.62290599179474,12.91801481680322,Car,2024-02-03 07:57:00,0.95,0.5,7,5,2,1,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,6,2,0,-0.10834895844468811,-0.6824545015971472
SPEED_VIOLATION,Hebbal-flyover,77.59139315598053,13.035697036623596,Motorbike,2024-02-03 08:00:00,0.85,0.8,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,3,1,-0.835074771588685,1.6603541165768883
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61434360621922,12.93562679984456,Truck,2024-02-03 08:06:00,0.8,0.4,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,4,4,0,-0.3058083891511108,-0.3318364922210096
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59664402562234,12.910291465829488,Auto,2024-02-03 08:23:00,0.7,0.6,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3,0,1,-0.7139830827080945,-0.8362103812029278
WRONG_WAY,Electronic-city-toll,77.66881460655559,12.839910631882624,Auto,2024-02-03 08:30:00,0.4,0.6,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,0,2,0.9503617075546287,-2.2373466325131623
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75002659200644,12.969221677027058,Motorbike,2024-02-03 08:45:00,0.5,0.8,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,7,3,0,2.823212710611308,0.3369677494884722
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59253301469612,13.036247099736904,Motorbike,2024-02-03 08:53:00,0.85,0.8,8,5,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,3,0,-0.8087881892944159,1.6713047309039006
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61368993671987,12.93612499196491,Motorbike,2024-02-03 09:10:00,0.8,0.8,9,5,2,1,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,4,3,0,-0.32088283377578236,-0.32191852164869783
SPEED_VIOLATION,MG-Road-brigade,77.6061569509175,12.972309882185227,Auto,2024-02-03 09:43:00,0.9,0.6,9,5,2,1,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,5,0,1,-0.4946030049753912,0.3984475012325537
SPEED_VIOLATION,Indiranagar-100ft-road,77.64174998564134,12.977573818880805,Motorbike,2024-02-03 09:50:00,0.75,0.8,9,5,2,1,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,2,3,1,0.3262173507186472,0.5032415497705973
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75046121722953,12.970329951387331,Truck,2024-02-03 10:08:00,0.5,0.4,10,5,2,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,7,4,0,2.8332357174434253,0.3590311905632004
WRONG_WAY,Silk-board-junction,77.6222343593384,12.91873958259475,Auto,2024-02-03 10:16:00,0.95,0.6,10,5,2,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,6,0,2,-0.12383765155497971,-0.6680259197336743
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61087998946368,12.935996694848676,Motorbike,2024-02-03 10:44:00,0.8,0.8,10,5,2,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4,3,0,-0.3856837681213885,-0.324472650811613
SPEED_VIOLATION,Hebbal-flyover,77.59073146365546,13.035509449776912,Truck,2024-02-03 11:07:00,0.85,0.4,11,5,2,1,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1,4,1,-0.8503342327117925,1.6566196520015488
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60482355367975,12.975243463635866,Motorbike,2024-02-03 12:59:00,0.9,0.8,12,5,2,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5,3,0,-0.5253528301436593,0.45684901605070977
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60637022288961,12.974961569779715,Bus,2024-02-03 13:08:00,0.9,0.3,13,5,2,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,5,1,0,-0.4896846838103399,0.4512370947544504
SPEED_VIOLATION,Silk-board-junction,77.62214631959002,12.918076014819231,Truck,2024-02-03 13:24:00,0.95,0.4,13,5,2,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,6,4,1,-0.125867959398924,-0.6812361761819306
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59113847838319,13.035746549396093,Bus,2024-02-03 14:27:00,0.85,0.3,14,5,2,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,1,0,-0.84094795879112,1.6613398130592707
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60502359473283,12.975005470343906,Motorbike,2024-02-03 15:40:00,0.9,0.8,15,5,2,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,5,3,0,-0.5207396306900595,0.45211106382373134
SPEED_VIOLATION,Silk-board-junction,77.62271871894974,12.916965157179938,Auto,2024-02-03 16:11:00,0.95,0.6,16,5,2,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,6,0,1,-0.11266770688619394,-0.7033510449775201
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61424884396402,12.935666528465934,Auto,2024-02-03 16:33:00,0.8,0.6,16,5,2,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4,0,0,-0.3079937264965963,-0.33104557786975664
RED_LIGHT_VIOLATION,Koramangala-5thblock,77.61128562061783,12.934787716573355,Auto,2024-02-03 16:38:00,0.8,0.6,16,5,2,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4,0,0,-0.37632940115564,-0.3485408977135585
SPEED_VIOLATION,MG-Road-brigade,77.60578803363268,12.973357543969064,Motorbike,2024-02-03 16:48:00,0.9,0.8,16,5,2,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5,3,1,-0.5031107037230406,0.4193042717782651
RED_LIGHT_VIOLATION,Whitefield-main-road,77.74923407173819,12.970089052048593,Truck,2024-02-03 17:13:00,0.5,0.4,17,5,2,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,7,4,0,2.8049361918057127,0.35423538497956875
WRONG_WAY,Electronic-city-toll,77.66962619046865,12.83832426674586,Truck,2024-02-03 17:27:00,0.4,0.4,17,5,2,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,4,2,0.9690778580982403,-2.2689278681463483
SPEED_VIOLATION,Koramangala-5thblock,77.61219320362588,12.93709350385503,Motorbike,2024-02-03 17:40:00,0.8,0.8,17,5,2,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,4,3,1,-0.35539939017838124,-0.3026374611245138
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60593346826452,12.973886507574017,Truck,2024-02-03 17:50:00,0.9,0.4,17,5,2,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,5,4,0,-0.4997567973430728,0.4298348387090761
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59172887622609,13.036248708470202,Motorbike,2024-02-03 17:53:00,0.85,0.8,17,5,2,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,3,0,-0.8273326385137335,1.6713367574431681
WRONG_WAY,Whitefield-main-road,77.75096599594625,12.97020595167096,Car,2024-02-03 18:01:00,0.5,0.5,18,5,2,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,7,2,2,2.844876552483686,0.35656261370760367
RED_LIGHT_VIOLATION,Indiranagar-100ft-road,77.63974600616035,12.977228072609115,Car,2024-02-03 18:16:00,0.75,0.5,18,5,2,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,2,2,0,0.28000305168089457,0.4963584594766578
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59345273726952,12.9116228857455,Truck,2024-02-03 18:21:00,0.7,0.4,18,5,2,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,3,4,1,-0.7875782246006165,-0.8097045754966633
WRONG_WAY,MG-Road-brigade,77.6062297987457,12.97643922795007,Truck,2024-02-03 18:32:00,0.9,0.4,18,5,2,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,5,4,2,-0.4929230420072326,0.4806542004268887
RED_LIGHT_VIOLATION,Electronic-city-toll,77.66884139704905,12.838211214037615,Motorbike,2024-02-03 18:36:00,0.4,0.8,18,5,2,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,3,0,0.9509795301860903,-2.271178512802659
RED_LIGHT_VIOLATION,Silk-board-junction,77.62410548765115,12.916973059344617,Bus,2024-02-03 19:44:00,0.95,0.3,19,5,2,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,6,1,0,-0.08068706832623385,-0.7031937292883653
WRONG_WAY,MG-Road-brigade,77.6083035763939,12.97414658091416,Auto,2024-02-03 20:07:00,0.9,0.6,20,5,2,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5,0,2,-0.44509910903758493,0.4350123588440284
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59524627701991,12.910183620255523,Motorbike,2024-02-03 20:24:00,0.7,0.8,20,5,2,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,3,0,-0.7462169316596655,-0.8383573626288524
RED_LIGHT_VIOLATION,JPnagar-8thmain-9thcross,77.59379746580221,12.910387029582443,Truck,2024-02-03 21:15:00,0.7,0.4,21,5,2,1,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3,4,0,-0.7796283490415219,-0.8343079053289116
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59470881894293,12.910478203303477,Auto,2024-02-03 21:55:00,0.7,0.6,21,5,2,1,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3,0,1,-0.7586113940407893,-0.8324928258741386
SPEED_VIOLATION,Hebbal-flyover,77.59131701419153,13.035164986717012,Auto,2024-02-03 22:18:00,0.85,0.6,22,5,2,1,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,-0.8368306974548199,1.649762107789621
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6051940778265,12.974683544213445,Truck,2024-02-03 23:14:00,0.9,0.4,23,5,2,1,0,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5,4,0,-0.5168080751295179,0.44570218307683407
SPEED_VIOLATION,MG-Road-brigade,77.60777538124763,12.974931595207124,Motorbike,2024-02-03 23:30:00,0.9,0.8,23,5,2,1,0,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5,3,1,-0.45727995653182546,0.45064036325924434
SPEED_VIOLATION,Electronic-city-toll,77.66970080836136,12.84110961582467,Motorbike,2024-02-04 00:01:00,0.4,0.8,0,6,2,1,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,3,1,0.9707986409904099,-2.213477352032505
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60704595508905,12.97517394029593,Bus,2024-02-04 00:06:00,0.9,0.3,0,6,2,1,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,5,1,0,-0.47410144544357535,0.4554649507244752
SPEED_VIOLATION,MG-Road-brigade,77.6060118843254,12.97257044617183,Car,2024-02-04 01:26:00,0.9,0.5,1,6,2,1,0,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,5,2,1,-0.49794842389367794,0.40363478911962164
RED_LIGHT_VIOLATION,Silk-board-junction,77.62299410226679,12.916627194612689,Car,2024-02-04 04:04:00,0.95,0.5,4,6,2,1,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6,2,0,-0.10631701962382376,-0.7100791778796682
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60714195746672,12.974070948948462,Auto,2024-02-04 04:56:00,0.9,0.6,4,6,2,1,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,5,0,0,-0.4718875093068744,0.433506683464028
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59124779249865,13.034671469743772,Car,2024-02-04 05:59:00,0.85,0.5,5,6,2,1,0,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1,2,0,-0.8384270371604524,1.6399372096878833
SPEED_VIOLATION,Hebbal-flyover,77.5924083985884,13.035993225319318,Auto,2024-02-04 06:25:00,0.85,0.6,6,6,2,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,1,-0.8116619942017794,1.6662506184444088
SPEED_VIOLATION,MG-Road-brigade,77.60744539232869,12.973868168699529,Truck,2024-02-04 07:03:00,0.9,0.4,7,6,2,1,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,5,4,1,-0.4648899179731158,0.42946974980045055
RED_LIGHT_VIOLATION,Whitefield-main-road,77.75053836574212,12.970797873076563,Motorbike,2024-02-04 07:05:00,0.5,0.8,7,6,2,1,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,7,3,0,2.835014859627708,0.36834653971141196
RED_LIGHT_VIOLATION,MG-Road-brigade,77.60846658235667,12.974627255905778,Motorbike,2024-02-04 08:25:00,0.9,0.8,8,6,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,5,3,0,-0.4413399855634577,0.4445815997592802
SPEED_VIOLATION,Koramangala-5thblock,77.61320047110543,12.935187305539392,Auto,2024-02-04 08:47:00,0.8,0.6,8,6,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,4,0,1,-0.33217052932797086,-0.34058591118469445
RED_LIGHT_VIOLATION,MG-Road-brigade,77.6067500581915,12.973724561734112,Truck,2024-02-04 08:48:00,0.9,0.4,8,6,2,1,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,5,4,0,-0.48092520179321296,0.42661083333269256
SPEED_VIOLATION,JPnagar-8thmain-9thcross,77.59482004272104,12.910463639269368,Bus,2024-02-04 09:02:00,0.7,0.3,9,6,2,1,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,1,1,-0.7560464331765426,-0.8327827655496209
RED_LIGHT_VIOLATION,Hebbal-flyover,77.59145952582229,13.034610601000994,Truck,2024-02-04 09:03:00,0.85,0.4,9,6,2,1,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,4,0,-0.833544199173481,1.6387254394189619
